id,Country/Region,region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20
145,Algeria,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,32.0,32.0,32.0,65.0,65.0,24.0,65.0,29.0,29.0,31.0,31.0,37.0,46.0,61.0,61.0,62.0,90.0,90.0,90.0,113.0,237.0,347.0,405.0,460.0,591.0,601.0,691.0,708.0,783.0,846.0,894.0,1047.0,1099.0,1152.0,1204.0,1355.0,1408.0,1479.0,1508.0,1558.0,1651.0,1702.0,1779.0,1821.0,1872.0,1936.0,1998.0,2067.0,2197.0
146,Kuwait,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,9.0,9.0,15.0,18.0,18.0,27.0,27.0,27.0,39.0,43.0,49.0,57.0,64.0,67.0,72.0,73.0,80.0,81.0,82.0,93.0,99.0,103.0,105.0,111.0,111.0,123.0,133.0,142.0,150.0,176.0,206.0,225.0,258.0,280.0,305.0,367.0,412.0,443.0,498.0,613.0,656.0,806.0,1012.0,1176.0,1389.0,1539.0,1602.0,1703.0,1776.0,1947.0,2032.0,2219.0
147,Indonesia,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,11.0,11.0,15.0,15.0,29.0,29.0,30.0,31.0,35.0,46.0,59.0,64.0,75.0,81.0,103.0,112.0,134.0,150.0,164.0,192.0,204.0,222.0,252.0,282.0,286.0,359.0,380.0,426.0,446.0,548.0,607.0,631.0,686.0,747.0,842.0,913.0,960.0,1002.0,1042.0,1107.0,1151.0,1254.0,1391.0,1522.0,1591.0,1665.0,1876.0,1954.0,2197.0,2317.0
148,Thailand,AS,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,17.0,17.0,21.0,21.0,22.0,22.0,22.0,28.0,28.0,28.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,34.0,34.0,35.0,35.0,35.0,35.0,41.0,42.0,42.0,42.0,42.0,44.0,44.0,52.0,70.0,88.0,97.0,97.0,97.0,229.0,342.0,505.0,505.0,612.0,674.0,793.0,793.0,888.0,888.0,940.0,1013.0,1135.0,1218.0,1288.0,1405.0,1497.0,1593.0,1689.0,1787.0,1928.0,1999.0,2108.0,2352.0,2430.0,2547.0,2547.0,2594.0,2609.0,2652.0,2665.0,2684.0,2719.0,2732.0,2739.0,2740.0,2747.0,2761.0
149,South Africa,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,12.0,31.0,31.0,31.0,31.0,31.0,50.0,50.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,410.0,410.0,410.0,410.0,410.0,410.0,903.0,903.0,903.0,903.0,1055.0,1055.0,1055.0,1473.0,1473.0,1473.0,1473.0,1473.0,2073.0,2073.0,2073.0,2382.0,2549.0,2549.0,2746.0,2746.0,3153.0
150,United Arab Emirates,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,12.0,17.0,17.0,17.0,17.0,23.0,23.0,23.0,26.0,31.0,31.0,38.0,38.0,38.0,45.0,52.0,52.0,52.0,52.0,58.0,61.0,61.0,61.0,96.0,108.0,125.0,144.0,167.0,186.0,239.0,268.0,418.0,588.0,680.0,852.0,933.0,1034.0,1095.0,1188.0,1188.0,1286.0,1360.0,1443.0,1546.0,1637.0,1760.0,1887.0,1978.0,2090.0,2181.0,2329.0,2429.0,2543.0,2664.0,2763.0,2966.0,3153.0,3359.0
151,Ecuador,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,54.0,58.0,65.0,65.0,100.0,100.0,100.0,100.0,140.0,339.0,368.0,411.0,501.0,597.0,696.0,780.0,838.0,838.0,1008.0,1061.0,1150.0,1207.0,1262.0,1328.0,1366.0,1366.0,1366.0,1557.0,1557.0,1557.0,1558.0,1913.0,2132.0,3300.0,3433.0,3433.0,3433.0
152,Luxembourg,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,40.0,40.0,40.0,40.0,80.0,80.0,80.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,526.0,552.0,579.0,601.0,627.0,637.0,670.0,711.0,728.0,3007.0,3088.0,3104.0,3123.0,3123.0,3134.0,3213.0,3213.0,3318.0,3379.0,3405.0,3412.0,3452.0
153,Finland,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,1700.0,1700.0,1700.0,1700.0,2000.0,2000.0,2000.0,2000.0,2500.0,2500.0,2500.0,2500.0,2800.0,2800.0,3000.0,3000.0,3000.0,3000.0,3500.0,3500.0,3500.0
154,Sweden,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,103.0,103.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,381.0,381.0,381.0,381.0,381.0,381.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,4074.0,4074.0,4074.0
155,Czechia,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,10.0,10.0,10.0,11.0,11.0,11.0,25.0,45.0,61.0,67.0,72.0,78.0,96.0,121.0,172.0,233.0,301.0,346.0,411.0,464.0,519.0,642.0,819.0,972.0,1174.0,1227.0,1298.0,1559.0,1753.0,1989.0,2152.0,2371.0,2453.0,2545.0,2826.0,2948.0,3108.0,3314.0,3372.0,3461.0,3587.0,3807.0,4006.0,4205.0
156,Belarus,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,15.0,15.0,15.0,22.0,29.0,29.0,32.0,32.0,32.0,32.0,47.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,77.0,139.0,169.0,172.0,203.0,203.0,203.0,203.0,203.0,342.0,342.0,494.0,514.0,577.0,769.0,938.0,1120.0,1573.0,1695.0,1740.0,1993.0,2072.0,2386.0,2918.0,3117.0,3196.0,3259.0,3771.0,4388.0
157,Japan,AS,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,13.0,18.0,18.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,32.0,32.0,32.0,43.0,43.0,43.0,46.0,76.0,76.0,76.0,101.0,118.0,118.0,118.0,118.0,118.0,144.0,144.0,144.0,150.0,191.0,232.0,235.0,235.0,285.0,310.0,359.0,372.0,404.0,424.0,424.0,424.0,472.0,472.0,514.0,514.0,514.0,575.0,592.0,622.0,632.0,685.0,762.0,762.0,784.0,799.0,853.0,901.0,935.0,1069.0,1159.0,1159.0,1239.0,1356.0,1494.0,1530.0,1656.0,1809.0,1899.0,1899.0,2368.0,2460.0,2975.0,3205.0,3981.0,4156.0,4496.0,4496.0
158,Poland,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,47.0,56.0,56.0,116.0,134.0,162.0,191.0,222.0,284.0,318.0,375.0,439.0,487.0,618.0,668.0,774.0,866.0,981.0,1040.0,1133.0,1297.0,1513.0,1740.0,1944.0,2126.0,2265.0,2466.0,2655.0,3025.0,3236.0,3491.0,3762.0,3945.0,4095.0,4280.0,4655.0
159,Malaysia,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,13.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22.0,22.0,22.0,22.0,23.0,24.0,24.0,24.0,26.0,26.0,26.0,35.0,42.0,42.0,49.0,60.0,75.0,87.0,114.0,139.0,139.0,183.0,199.0,215.0,259.0,320.0,388.0,479.0,537.0,645.0,767.0,827.0,915.0,1005.0,1241.0,1321.0,1487.0,1608.0,1830.0,1995.0,2108.0,2276.0,2478.0,2647.0,2766.0,2967.0,3102.0,3197.0,3295.0,3349.0,3452.0,3542.0,3663.0,3762.0,3862.0,3957.0,4032.0,4087.0,4171.0,4210.0,4326.0,4413.0,4484.0,4567.0,4702.0
160,Romania,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,9.0,9.0,9.0,16.0,19.0,25.0,25.0,52.0,64.0,64.0,79.0,86.0,94.0,115.0,139.0,206.0,209.0,220.0,252.0,267.0,283.0,329.0,374.0,406.0,460.0,528.0,647.0,729.0,758.0,852.0,914.0,1051.0,1217.0,1357.0,1508.0,1730.0,1892.0,2017.0,2153.0,2406.0,2478.0,2817.0,2890.0,3054.0,3141.0,3404.0,3569.0,4017.0,4328.0,4547.0,4869.0,5269.0,5454.0,5788.0
161,Australia,AU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,26.0,26.0,26.0,88.0,88.0,115.0,119.0,172.0,194.0,244.0,244.0,257.0,358.0,422.0,520.0,649.0,701.0,757.0,1080.0,1080.0,1080.0,1472.0,1793.0,1806.0,1806.0,1806.0,2186.0,2186.0,2355.0,3808.0,4124.0,4124.0,4291.0,4695.0,4932.0,5047.0,5136.0,5376.0,5541.0,5588.0,5665.0,5715.0,5742.0,5775.0,5814.0,5849.0,5887.0,5975.0,6031.0
162,Pakistan,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,13.0,13.0,5.0,5.0,18.0,21.0,21.0,23.0,29.0,29.0,76.0,76.0,94.0,125.0,126.0,131.0,211.0,259.0,429.0,467.0,572.0,727.0,762.0,1028.0,1095.0,1378.0,1446.0,1645.0,1765.0,1832.0,1868.0,1970.0,2073.0,2156.0,2527.0,2755.0,2866.0,2936.0,3029.0,3233.0,3425.0,4315.0,4715.0,4817.0,5114.0,5635.0,5801.0,6464.0
163,Saudi Arabia,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,8.0,16.0,16.0,16.0,28.0,29.0,33.0,35.0,37.0,66.0,115.0,165.0,264.0,328.0,351.0,420.0,488.0,551.0,615.0,631.0,666.0,685.0,720.0,761.0,805.0,889.0,931.0,990.0,1049.0,1329.0,1398.0,1490.0,1640.0,1812.0,1925.0,2049.0,2215.0,2357.0,2531.0,2784.0,2953.0,3163.0,3555.0,3765.0,4134.0,4476.0,5431.0,6783.0
164,Denmark,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,41.0,50.0,57.0,57.0,73.0,73.0,77.0,971.0,1172.0,1287.0,1379.0,1429.0,1489.0,1621.0,1763.0,1883.0,1929.0,2111.0,2291.0,2403.0,2689.0,2925.0,3203.0,3571.0,4031.0,4328.0,4499.0,4889.0,5276.0,5573.0,5715.0,5858.0,5994.0,6148.0,6313.0,6558.0,6741.0,6924.0,7084.0,7183.0,7284.0,7492.0,7689.0
165,South Korea,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,9.0,9.0,10.0,12.0,12.0,16.0,16.0,16.0,18.0,18.0,22.0,22.0,22.0,22.0,27.0,30.0,30.0,30.0,41.0,41.0,135.0,135.0,118.0,118.0,247.0,288.0,333.0,510.0,510.0,510.0,1137.0,1407.0,1540.0,1540.0,1540.0,1540.0,2909.0,2909.0,3507.0,3730.0,4144.0,4528.0,4811.0,5033.0,5228.0,5408.0,5567.0,5828.0,6021.0,6325.0,6463.0,6598.0,6694.0,6776.0,6973.0,7117.0,7243.0,7368.0,7447.0,7534.0,7616.0,7757.0,7829.0,7937.0,8042.0,8114.0,8213.0,8277.0,8501.0,8635.0,8717.0,8764.0,8854.0,8922.0,9059.0,9072.0,9123.0,9183.0,9217.0,9283.0,9333.0,9419.0
166,Israel,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,11.0,11.0,14.0,36.0,37.0,37.0,53.0,58.0,68.0,79.0,89.0,132.0,161.0,224.0,241.0,338.0,403.0,427.0,477.0,585.0,770.0,801.0,1011.0,1183.0,1341.0,1627.0,1855.0,2195.0,2563.0,2818.0,3126.0,3456.0,3754.0,4049.0,4507.0,5215.0,5611.0,6003.0,6435.0,6731.0,7200.0,7746.0,8233.0,8561.0,9156.0,9593.0,9749.0,10064.0,10465.0,10637.0
167,Chile,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,8.0,17.0,22.0,22.0,43.0,61.0,75.0,156.0,156.0,234.0,335.0,427.0,528.0,618.0,728.0,898.0,1115.0,1274.0,1571.0,1864.0,2059.0,2367.0,2646.0,2937.0,3299.0,3621.0,4035.0,4338.0,4676.0,4969.0,5386.0,5804.0,6327.0,6746.0,7024.0,7327.0,7710.0,8057.0,8580.0,9018.0,9572.0,10041.0,10415.0,10710.0,11189.0
168,Belgium,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,31.0,1.0,263.0,263.0,263.0,461.0,547.0,675.0,858.0,1063.0,1359.0,1527.0,1696.0,2132.0,2495.0,2872.0,3247.0,3751.0,3986.0,4157.0,4681.0,5164.0,5568.0,5986.0,6463.0,6707.0,6868.0,7107.0,7562.0,7961.0,8348.0,8757.0,8895.0,9002.0,9433.0,9800.0,10122.0,10417.0,10785.0,10878.0,10943.0,11283.0,11576.0,11892.0,12211.0,12309.0,12378.0,12441.0,12731.0
169,Austria,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,112.0,225.0,225.0,479.0,636.0,1095.0,1436.0,1749.0,2022.0,2507.0,2998.0,3463.0,4046.0,4512.0,5240.0,6064.0,6604.0,6987.0,7343.0,7633.0,8098.0,8986.0,9704.0,10214.0,10501.0,10631.0,10971.0,11328.0,11694.0,11872.0,12103.0,12282.0,12362.0,12580.0,12779.0,12907.0,13110.0,13180.0,13228.0,13316.0,13462.0,13639.0
170,India,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,13.0,13.0,14.0,14.0,15.0,20.0,23.0,27.0,27.0,40.0,43.0,45.0,73.0,84.0,95.0,102.0,123.0,148.0,191.0,192.0,229.0,229.0,375.0,421.0,506.0,620.0,774.0,969.0,1080.0,1181.0,1359.0,1432.0,1768.0,2041.0,2463.0,2854.0,3273.0,3975.0,4370.0,5012.0,5498.0,5939.0,6523.0,7137.0,7747.0,8437.0,9068.0,10007.0,10819.0,11775.0,12847.0,14142.0,15331.0
171,Ireland,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,77.0,77.0,77.0,77.0,77.0,77.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,13386.0,13386.0,13386.0,13386.0,13386.0,13386.0,13386.0,17110.0
172,Peru,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,16.0,16.0,16.0,53.0,394.0,394.0,537.0,537.0,914.0,989.0,997.0,1301.0,1333.0,1438.0,1569.0,1739.0,1798.0,2642.0,2869.0,3108.0,6120.0,6541.0,6684.0,6811.0,6968.0,6982.0,7027.0,7422.0,7496.0,7797.0,8088.0,8425.0,9179.0,10037.0,10405.0,11129.0,12434.0,13550.0,14427.0,15413.0,17527.0
173,Mexico,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,35.0,35.0,35.0,35.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,1772.0,1843.0,1964.0,2125.0,2125.0,2125.0,2125.0,2627.0,2627.0,2627.0,2627.0,2627.0,2627.0,7149.0,8354.0,9086.0,11423.0,11423.0,11423.0,12377.0,12377.0,13447.0,13447.0,16810.0,17781.0
