Country/Region,population,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20
Togo,7606374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,2.1,2.1,2.4,2.6,3.0,3.0,3.3,3.3,3.3,3.9,4.5,4.7,5.1,5.3,5.4,5.8,7.6,8.5,9.2,9.6,10.0,10.0,10.0,10.1,10.1,10.6,10.6,10.9,11.0,11.0,11.0,11.3,11.6,11.6,11.8,12.6,12.9,12.9,13.0,14.3,15.3,16.2,16.2,16.3,16.6,16.8,16.8,17.7,19.1,20.1,22.9,23.8,26.2,28.8,31.3,34.6,39.2,39.6,43.4,44.4,44.7,46.5,47.7,49.0,50.1,50.7,51.4,51.9,55.5,56.3,56.9,58.1,58.2,58.5,59.4,61.1,63.8,64.0,65.1,65.3,65.9,68.6,68.9,69.0,69.7,69.7,69.8,70.6,71.5,71.9,73.0,73.8,74.8,74.8,75.7,76.6,77.3,77.7,80.9,84.4,84.5,85.5,86.9,87.7,88.2,88.9,89.4,89.4,90.6,91.4,92.6,93.3,93.3,94.7
Sao Tome and Principe,199910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0,70.0,80.0,80.0,80.0,115.1,870.4,870.4,935.4,1040.5,1040.5,1040.5,1040.5,1040.5,1100.5,1175.5,1175.5,1175.5,1175.5,1230.6,1255.6,1255.6,1255.6,1255.6,1255.6,1255.6,1495.7,2206.0,2216.0,2291.0,2316.0,2396.1,2416.1,2421.1,2421.1,2421.1,2426.1,2496.1,2496.1,2566.2,2566.2,2571.2,3056.4,3161.4,3196.4,3296.5,3306.5,3311.5,3356.5,3416.5,3441.5,3466.6,3491.6,3491.6,3511.6,3536.6,3551.6,3556.6,3561.6,3566.6,3566.6,3566.6,3571.6,3576.6,3586.6,3596.6,3596.6,3601.6,3606.6,3621.6,3621.6,3631.6,3636.6,3636.6,3646.6
Suriname,558368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.8,1.8,7.2,7.2,9.0,9.0,12.5,14.3,14.3,14.3,14.3,14.3,14.3,16.1,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,21.5,21.5,21.5,25.1,41.2,78.8,96.7,132.5,146.9,161.2,179.1,218.5,229.2,245.4,257.9,300.9,334.9,351.0,372.5,410.1,422.7,467.4,496.1,524.7,542.7,562.4,571.3,571.3,639.4,668.0,696.7,836.4,877.6,897.3,922.3,958.1,979.6,1004.7,1011.9,1063.8,1099.6,1135.5,1191.0,1242.9,1300.2,1327.1,1327.1
Jamaica,2881355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,2.8,2.8,3.5,3.5,4.2,4.5,5.2,5.6,5.6,6.6,6.6,7.3,9.0,9.0,9.0,10.4,11.1,12.5,12.5,15.3,16.3,16.3,18.4,20.1,20.1,21.9,21.9,21.9,21.9,22.6,23.9,25.3,25.3,43.4,49.6,49.6,56.6,60.0,77.4,77.4,80.9,89.2,100.0,105.9,121.5,126.3,126.3,137.4,146.5,149.9,160.7,162.8,163.5,164.2,165.9,169.4,170.1,170.1,174.2,175.3,176.0,176.7,176.7,177.3,179.4,180.5,180.5,180.5,183.6,185.3,188.8,190.9,191.6,193.0,195.7,197.5,197.5,199.6,201.6,203.4,204.1,204.8,205.1,205.1,206.5,206.8,207.5,207.9,210.0,210.0,212.1,213.1,213.4,214.1,215.5,215.5,217.3,221.4,226.3,228.0,228.7,230.8,232.5,235.3,237.4,238.1,239.5,241.6,242.2,243.6,245.4,248.1,250.2,252.7,254.0,255.8,258.6,260.6,261.3,261.3,263.1,263.1
Namibia,2479713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,1.2,1.2,1.2,1.2,1.6,2.8,2.8,3.2,3.2,3.2,4.4,4.4,4.4,5.6,5.6,5.6,5.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.3,7.7,8.1,8.5,8.5,8.5,8.9,8.9,9.3,9.3,9.7,10.1,10.1,10.1,10.1,10.1,11.7,11.7,12.5,12.5,12.5,12.5,12.5,12.9,12.9,12.9,13.7,14.5,15.7,18.1,18.6,22.2,25.4,29.0,30.6,41.1,48.8,54.8,73.8,79.0,82.7,114.9,118.2,141.1,151.2,166.1,195.6,217.4,239.1,248.0,269.4,269.4,316.6
Andorra,77281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,25.9,504.7,504.7,685.8,970.5,1138.7,1462.2,1721.0,2122.1,2432.7,2898.5,3454.9,3985.5,4321.9,4787.7,4865.4,5046.5,5538.2,5680.6,6029.9,6482.8,6793.4,7052.2,7298.0,7543.9,7776.8,7776.8,8255.6,8359.1,8527.3,8708.5,8708.5,9006.1,9109.6,9226.1,9277.8,9277.8,9355.5,9355.5,9459.0,9549.6,9549.6,9614.3,9614.3,9614.3,9640.1,9640.1,9666.0,9679.0,9704.8,9717.8,9717.8,9730.7,9730.7,9756.6,9769.5,9769.5,9808.4,9834.2,9847.2,9847.2,9847.2,9847.2,9847.2,9847.2,9860.1,9860.1,9860.1,9860.1,9860.1,9873.1,9873.1,9873.1,9873.1,9886.0,9886.0,9886.0,9898.9,10921.2,11011.8,11024.7,11024.7,11024.7,11024.7,11024.7,11024.7,11024.7,11024.7,11037.6,11037.6,11037.6,11037.6,11050.6,11050.6,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5,11063.5
Chad,14452543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,1.2,1.6,1.6,1.6,1.9,1.9,2.3,2.3,2.3,2.3,2.3,2.3,2.8,3.2,3.2,3.2,3.6,3.6,5.1,5.1,8.1,8.1,8.1,11.8,11.8,17.5,18.0,22.3,22.3,22.3,24.7,25.7,27.6,29.6,32.8,34.8,35.9,37.7,39.1,40.7,42.3,44.8,46.7,47.5,48.4,49.5,50.2,52.5,52.5,53.8,54.7,55.6,56.7,57.3,57.8,57.8,57.9,58.1,58.4,58.5,58.7,58.7,58.7,58.8,58.8,59.0,59.1,59.1,59.4,59.4,59.4,59.4,59.5,59.5,59.7,59.9,59.9,59.9,59.9,59.9,59.9,60.1,60.3,60.3,60.3,60.3,60.4,60.4,60.4,60.5,60.5,60.9
Zimbabwe,16150362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,1.1,1.1,1.4,1.4,1.5,1.5,1.5,1.5,1.7,1.7,1.7,1.8,1.9,1.9,2.0,2.0,2.0,2.5,2.5,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.6,2.6,2.7,2.8,2.8,3.0,3.2,3.2,3.5,3.5,3.5,3.5,8.2,9.2,9.2,10.8,11.0,12.6,12.8,13.7,14.7,16.4,17.3,17.5,17.8,19.4,19.8,20.6,21.2,22.0,23.7,24.0,24.2,24.8,28.7,29.7,29.7,30.3,31.7,32.5,32.8,34.1,34.7,35.1,35.1,35.5,36.6,37.5,38.2,38.7,43.2,44.3,45.4,48.7,54.8,54.8,58.3,60.8,61.0
Georgia,3719300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.8,0.8,0.8,0.8,1.1,1.1,1.1,3.5,4.0,4.0,6.5,6.5,6.7,8.1,8.9,8.9,9.1,10.2,10.8,11.6,13.2,14.5,16.4,18.8,20.2,21.2,22.3,24.2,24.5,27.7,29.6,31.5,36.0,41.7,43.6,46.8,50.5,52.7,56.7,58.6,62.9,65.1,69.1,73.1,80.7,82.3,93.6,99.5,104.3,105.9,108.1,109.7,111.8,114.3,119.4,122.6,130.7,133.6,137.4,139.0,144.9,152.2,156.5,158.4,159.4,162.4,164.0,165.4,167.5,168.3,170.7,171.5,172.6,174.0,179.3,180.4,183.6,186.9,188.5,190.1,191.7,193.9,194.4,195.7,196.3,196.5,196.8,197.6,198.4,200.6,203.5,210.5,213.5,214.0,215.1,215.4,216.4,217.2,217.5,218.3,219.9,222.4,223.4,226.7,228.8,232.3,236.3,236.3,238.8,240.1,240.9,241.4,243.6,244.1,244.9,245.7,246.6,247.1,247.6,248.4,249.0,249.5,250.3,252.5,253.5,254.9,255.7,256.2,257.6,258.9,260.3,261.6,263.8,265.1
Uruguay,3444006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.7,2.3,8.4,14.5,22.9,27.3,31.9,39.2,45.9,47.0,54.9,63.0,69.1,79.6,88.0,89.7,92.9,98.1,101.6,107.1,112.1,116.1,117.9,120.5,123.1,132.4,137.3,143.4,145.5,139.4,140.2,142.9,143.1,145.8,147.5,150.1,153.3,155.3,157.7,159.4,161.7,163.5,173.1,176.0,180.0,181.5,182.9,186.7,188.2,189.3,190.2,190.8,194.5,195.4,198.6,201.5,203.8,205.3,206.4,208.2,208.8,210.2,212.5,212.8,213.1,214.0,214.3,216.6,217.5,218.6,221.8,223.3,228.5,229.1,233.2,235.5,236.9,238.4,239.0,239.5,239.8,240.4,241.6,242.2,245.4,245.4,245.4,245.6,245.9,245.9,245.9,245.9,246.2,246.2,246.5,246.5,246.8,247.7,249.4,254.4,256.1,257.0,261.9,263.4,266.8,268.3,269.7,270.6,271.8,273.8,275.0,276.4,277.3,277.6,278.7,280.2,282.8,283.7,286.0,286.3,286.6
Liberia,4613823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.3,1.3,1.5,2.2,2.8,3.0,3.0,6.7,6.7,8.0,10.4,10.8,12.8,12.8,12.8,12.8,16.5,16.5,19.7,21.5,21.9,21.9,21.9,25.4,26.0,26.9,26.9,30.6,30.6,30.6,32.9,33.4,34.2,36.0,36.8,38.6,41.0,43.1,43.1,43.1,45.7,45.7,46.2,46.6,47.5,48.3,49.0,49.6,50.5,51.6,52.0,54.0,55.3,57.4,57.4,57.7,57.7,58.3,59.2,60.7,62.4,64.2,67.4,68.5,69.6,72.4,74.8,77.8,80.2,83.0,86.0,88.9,91.2,96.7,99.3,107.9,110.3,111.8,117.5,125.9,130.3,135.7,140.9,141.3,143.5,147.6,148.3,158.0,166.5,166.9,169.1,174.3,177.5,180.5,188.3,189.4,193.1,198.8,200.7,207.4,208.7,216.3,218.9
Cyprus,1170125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.6,5.1,5.1,12.0,22.2,22.2,28.2,39.3,41.9,57.3,57.3,71.8,81.2,99.1,106.0,112.8,124.8,138.4,153.0,182.9,196.6,223.9,273.5,304.2,338.4,364.1,381.2,397.4,422.2,449.5,482.0,508.5,526.4,541.0,565.8,594.0,611.0,628.1,641.0,650.4,655.5,659.8,670.0,675.1,679.4,687.1,692.2,698.2,702.5,715.3,720.4,726.4,732.4,738.4,745.2,746.9,750.3,754.6,759.7,761.5,762.3,767.4,770.0,771.7,773.4,775.1,777.7,781.1,782.8,783.7,784.5,788.0,788.8,792.2,792.2,799.1,800.8,802.5,802.5,804.2,805.0,806.8,806.8,811.0,813.6,818.7,818.7,820.4,820.4,823.8,829.0,830.7,832.4,833.2,837.5,837.5,840.1,841.8,841.8,841.8,841.8,841.8,841.8,842.6,844.4,846.1,846.9,847.8,847.8,849.5,849.5,851.2,852.9,853.8,853.8,853.8,856.3,857.2,858.0,858.9,861.4,863.2,865.7,866.6,872.6
Uganda,41487965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.6,0.7,0.8,0.8,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.5,1.5,1.8,1.8,1.8,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.3,2.4,2.4,2.4,2.4,2.8,2.9,2.9,3.1,3.4,3.9,4.9,5.5,5.5,6.0,6.3,6.4,3.9,4.2,4.8,4.8,5.4,6.1,6.8,7.6,7.9,10.0,10.1,11.0,11.8,12.2,12.6,13.4,14.3,14.8,15.6,15.8,16.0,16.4,16.5,16.7,16.8,17.0,17.5,17.6,17.9,18.2,18.4,18.6,18.7,19.2,19.4,19.8,20.1,20.4,20.7,21.0,21.4,21.5,21.7,22.0,22.3,22.6,23.0,23.4,23.5,24.1,24.2,24.4,24.7
Burkina Faso,18646433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.8,0.8,1.1,1.8,2.1,3.4,4.0,5.3,6.1,7.8,8.2,9.7,11.1,11.9,13.2,14.0,15.1,15.4,16.2,17.1,18.5,19.5,20.6,22.2,23.8,23.8,26.0,26.7,26.7,28.3,29.1,29.3,29.9,30.3,30.9,31.2,32.2,32.7,33.0,33.7,33.7,33.9,34.1,34.2,34.4,34.6,34.8,35.0,35.5,36.0,36.9,39.1,39.5,39.9,40.1,40.3,40.8,41.1,41.5,41.5,41.8,41.9,42.7,42.7,42.7,43.4,43.5,43.7,43.7,43.7,44.6,44.6,45.3,45.4,45.4,45.4,45.4,45.4,47.2,47.4,47.5,47.6,47.6,47.7,47.7,47.8,47.8,47.8,47.8,47.8,47.9,47.9,48.0,48.2,48.2,48.3,48.3,48.4,48.4,48.6,49.3,50.1,50.5,50.5,51.4,51.4,51.6,51.6,51.9,52.6,52.9,52.9,53.6,53.8,53.8,53.9,54.7,55.4,55.6
Niger,20672987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.5,0.5,0.5,0.9,1.3,1.3,3.6,4.7,5.8,7.0,8.9,12.2,13.4,16.5,19.8,21.2,23.8,25.6,25.6,27.6,28.2,28.2,30.3,30.9,31.3,31.3,31.8,32.0,32.5,32.9,33.1,33.7,33.9,34.3,34.5,34.8,35.2,35.6,36.3,36.5,36.9,37.2,37.8,38.5,39.4,39.7,40.2,41.3,41.6,42.4,42.8,43.0,43.7,44.0,44.2,44.5,44.7,45.3,45.6,45.7,46.0,46.1,46.1,46.2,46.2,46.2,46.3,46.3,46.4,46.5,46.6,46.7,46.9,47.1,47.1,47.1,47.1,47.1,47.3,47.4,47.4,47.4,49.1,49.3,49.3,49.3,50.1,50.1,50.6,50.8,50.8,51.1,51.2,51.4,52.0,52.0,52.0,52.0,52.3,52.3,52.3,52.6,52.9,52.9,53.1,53.1,53.2,53.2,53.2
Mozambique,28829476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.6,0.7,0.7,0.7,0.7,1.0,1.0,1.1,1.2,1.2,1.4,1.4,1.4,1.4,1.6,2.3,2.4,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,3.0,3.2,3.6,3.6,3.6,4.0,4.1,4.5,4.8,5.0,5.1,5.4,5.6,5.7,5.8,6.7,7.2,7.4,7.9,8.1,8.1,8.5,8.8,8.8,10.6,11.0,12.2,12.3,14.2,14.7,15.0,15.7,16.4,17.0,17.7,19.2,20.2,21.1,22.1,22.6,23.0,23.2,23.9,25.4,25.6,26.3,26.4,27.3,28.3,29.1,29.8,30.6,30.8,31.3,31.8,32.6,33.6,34.2,35.1,36.1,37.1,37.9,38.5,39.4,40.1
Latvia,1960424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3.1,4.1,5.1,5.1,8.7,13.3,15.3,17.3,25.0,36.2,43.9,56.6,63.3,70.9,91.8,100.5,112.7,124.5,142.8,155.6,177.0,191.8,203.0,227.5,233.6,251.5,259.6,271.9,276.5,279.5,294.3,300.4,312.2,321.4,332.1,334.1,335.1,339.7,344.3,347.9,363.2,370.8,377.0,381.6,388.2,396.9,399.9,410.1,414.2,417.3,426.4,433.1,437.7,443.8,444.3,448.4,457.0,457.0,459.1,463.7,473.4,474.4,479.0,482.5,484.6,485.1,490.7,494.8,508.6,514.2,514.7,516.2,518.3,522.8,525.4,533.6,534.1,535.1,537.1,539.2,541.2,542.7,543.2,543.8,543.8,546.3,550.4,551.9,553.5,554.0,555.0,555.0,555.5,557.0,558.0,559.1,559.6,559.6,559.6,560.1,563.1,565.2,566.2,566.7,566.7,566.7,566.7,566.7,566.7,567.2,568.8,569.3,569.8,570.3,571.8,572.3,572.3,572.8,573.3,574.9,578.4,582.0,588.6,594.3,598.3,598.3
Jordan,9455802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,1.8,3.6,5.5,7.3,9.0,9.0,11.8,13.4,16.3,18.2,22.4,24.9,26.0,27.4,28.3,29.0,29.4,31.6,32.8,34.2,36.5,36.9,37.3,37.9,39.3,39.3,40.3,41.1,41.4,42.0,42.4,42.5,43.0,43.7,44.1,44.9,45.3,46.0,46.2,46.6,47.0,47.3,47.5,47.5,47.7,47.9,48.5,48.6,48.8,49.2,49.8,50.0,52.2,53.7,55.2,57.1,59.4,60.9,61.5,62.0,63.0,64.2,64.8,66.5,68.6,71.1,72.3,74.0,74.5,74.9,75.2,75.9,76.1,77.0,77.2,77.6,78.2,78.9,79.8,80.1,80.9,82.9,84.1,85.5,87.9,89.4,91.3,94.1,96.8,100.8,101.6,103.5,103.7,104.4,105.9,106.6,107.3,109.2,110.2,110.7,113.3,114.9,116.8,117.5,118.6,119.3,119.7,119.8,120.1,121.3,121.6,123.1,123.4,123.6,123.6,123.6,124.1,124.4,124.7
