id,Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20
69,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.8450980400142568,0.8450980400142568,0.8450980400142568,1.5185139398778875,1.5440680443502757,1.568201724066995,1.7075701760979363,1.7242758696007892,1.9242792860618816,1.9395192526186185,1.9590413923210936,1.9822712330395684,1.9822712330395684,1.99563519459755,1.99563519459755,2.012837224705172,2.0293837776852097,2.037426497940624,2.037426497940624,2.041392685158225,2.0569048513364727,2.0569048513364727,2.0569048513364727
70,Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.9030899869919435,0.9030899869919435,1.2041199826559248,1.3424226808222062,1.3424226808222062,1.4771212547196624,1.7160033436347992,1.863322860120456,2.0453229787866576,2.08278537031645
71,Brunei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041392685158225,1.041392685158225,1.568201724066995,1.6020599913279625,1.6989700043360187,1.7323937598229686,1.7481880270062005,1.8325089127062364,1.8750612633917,1.8920946026904804,1.919078092376074,1.9444826721501687,1.9590413923210936,2.0170333392987803,2.037426497940624,2.0569048513364727,2.060697840353612,2.0791812460476247,2.100370545117563,2.103803720955957,2.110589710299249,2.1172712956557644,2.123851640967086,2.1271047983648077,2.130333768495006,2.130333768495006
72,Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.8450980400142568,0.8450980400142568,0.8450980400142568,1.1760912590556813,1.2041199826559248,1.3979400086720377,1.4471580313422192,1.4913616938342726,1.4913616938342726,1.5797835966168101,1.6232492903979006,1.6989700043360187,1.7708520116421442,1.9084850188786497,2.041392685158225,2.0863598306747484,2.100370545117563,2.1522883443830563
73,Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8512583487190752,1.9344984512435677,1.9590413923210936,1.9731278535996986,1.9731278535996986,2.0492180226701815,2.0969100130080562,2.0969100130080562,2.100370545117563,2.130333768495006,2.161368002234975
74,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.7781512503836436,1.146128035678238,1.146128035678238,1.2041199826559248,1.6232492903979006,1.6434526764861874,1.6434526764861874,1.7634279935629373,1.7634279935629373,1.9242792860618816,1.9731278535996986,2.0293837776852097,2.0453229787866576,2.0644579892269186,2.113943352306837,2.1583624920952498,2.167317334748176
75,Congo (Kinshasa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.6020599913279624,1.146128035678238,1.255272505103306,1.3617278360175928,1.4771212547196624,1.5563025007672873,1.6532125137753437,1.6812412373755872,1.7075701760979363,1.7075701760979363,1.8129133566428555,1.8129133566428555,1.9084850188786497,1.9912260756924949,2.037426497940624,2.1271047983648077,2.1271047983648077,2.187520720836463,2.187520720836463
76,Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.47712125471966244,1.0,1.0,1.041392685158225,1.041392685158225,1.0791812460476249,1.0791812460476249,1.1760912590556813,1.2787536009528289,1.380211241711606,1.4313637641589874,1.462397997898956,1.505149978319906,1.6334684555795866,1.7853298350107671,1.8692317197309762,1.9084850188786497,1.9867717342662448,2.0293837776852097,2.060697840353612,2.089905111439398,2.12057393120585,2.143014800254095,2.1958996524092336
77,Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,1.0,1.2304489213782739,1.5185139398778875,1.5563025007672873,1.6232492903979006,1.6232492903979006,1.845098040014257,1.845098040014257,1.8864907251724818,1.9242792860618816,1.9590413923210936,2.0293837776852097,2.0293837776852097,2.075546961392531,2.075546961392531,2.130333768495006,2.130333768495006,2.155336037465062,2.164352855784437,2.184691430817599,2.1903316981702914,2.2013971243204513
78,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.6020599913279624,0.6020599913279624,1.1139433523068367,1.1760912590556813,1.1760912590556813,1.380211241711606,1.380211241711606,1.3979400086720377,1.4771212547196624,1.5185139398778875,1.5185139398778875,1.5314789170422551,1.5797835966168101,1.6020599913279625,1.6334684555795866,1.6901960800285136,1.7323937598229686,1.7853298350107671,1.845098040014257,1.8750612633917,1.8976270912904414,1.919078092376074,1.9542425094393248,1.9590413923210936,2.012837224705172,2.041392685158225,2.0681858617461617,2.1271047983648077,2.1903316981702914,2.2095150145426308,2.2405492482825995
79,Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.7781512503836436,1.0,1.255272505103306,1.4471580313422192,1.6434526764861874,1.7075701760979363,1.7781512503836436,1.863322860120456,1.8864907251724818,1.9138138523837167,1.9867717342662448,2.0086001717619175,2.0086001717619175,2.0253058652647704,2.0253058652647704,2.05307844348342,2.0681858617461617,2.0863598306747484,2.155336037465062,2.164352855784437,2.1789769472931693,2.2013971243204513,2.220108088040055,2.24551266781415
80,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.8450980400142568,1.0,1.0,1.0,1.255272505103306,1.4313637641589874,1.4313637641589874,1.8692317197309762,1.9912260756924949,2.0791812460476247,2.1583624920952498,2.2648178230095364
81,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.7781512503836436,0.7781512503836436,0.8450980400142568,0.8450980400142568,1.041392685158225,1.2041199826559248,1.2787536009528289,1.3617278360175928,1.4313637641589874,1.7242758696007892,1.968482948553935,2.12057393120585,2.1367205671564067,2.1492191126553797,2.1818435879447726,2.1818435879447726,2.2068258760318495,2.290034611362518,2.3096301674258988,2.311753861055754,2.311753861055754,2.330413773349191
82,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.47712125471966244,1.146128035678238,1.146128035678238,1.3222192947339193,1.4313637641589874,1.6720978579357175,1.7160033436347992,1.8388490907372552,1.9138138523837167,1.9242792860618816,1.9294189257142929,1.9590413923210936,2.037426497940624,2.089905111439398,2.1583624920952498,2.2405492482825995,2.303196057420489,2.330413773349191
83,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,1.0,1.0,1.380211241711606,1.380211241711606,1.414973347970818,1.4913616938342726,1.4913616938342726,1.5797835966168101,1.6720978579357175,1.8260748027008264,1.8976270912904414,1.9344984512435677,1.99563519459755,2.0211892990699383,2.075546961392531,2.113943352306837,2.1522883443830563,2.2095150145426308,2.2430380486862944,2.278753600952829,2.290034611362518,2.315970345456918,2.3404441148401185,2.346352974450639
84,Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,1.0791812460476249,1.146128035678238,1.4471580313422192,1.5563025007672873,1.6232492903979006,1.6812412373755872,1.9084850188786497,1.9731278535996986,2.0086001717619175,2.0293837776852097,2.1072099696478683,2.155336037465062,2.2068258760318495,2.2278867046136734,2.2695129442179165,2.292256071356476,2.3560258571931225
85,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.7781512503836436,0.7781512503836436,1.0791812460476249,1.255272505103306,1.3222192947339193,1.4771212547196624,1.5797835966168101,1.5797835966168101,1.7242758696007892,1.806179973983887,1.863322860120456,1.9542425094393248,2.0293837776852097,2.041392685158225,2.110589710299249,2.1271047983648077,2.143014800254095,2.173186268412274,2.1789769472931693,2.1931245983544616,2.2278867046136734,2.27415784926368,2.292256071356476,2.305351369446624,2.3283796034387376,2.3560258571931225
86,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.9030899869919435,0.9030899869919435,1.0791812460476249,1.3424226808222062,1.4771212547196624,1.6020599913279625,1.6434526764861874,1.7075701760979363,1.8129133566428555,1.845098040014257,1.9493900066449128,2.0453229787866576,2.1172712956557644,2.130333768495006,2.2405492482825995,2.2648178230095364,2.322219294733919,2.330413773349191,2.3654879848909
87,West Bank and Gaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.8450980400142568,1.2041199826559248,1.2041199826559248,1.2787536009528289,1.414973347970818,1.4771212547196624,1.4771212547196624,1.4913616938342726,1.5440680443502757,1.5797835966168101,1.5797835966168101,1.591064607026499,1.6127838567197355,1.6434526764861874,1.6720978579357175,1.6812412373755872,1.7160033436347992,1.7708520116421442,1.7708520116421442,1.7708520116421442,1.9242792860618816,1.9590413923210936,1.9912260756924949,2.037426497940624,2.0644579892269186,2.075546961392531,2.1271047983648077,2.2068258760318495,2.287801729930226,2.3364597338485296,2.374748346010104
88,Vietnam,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.7781512503836436,0.7781512503836436,0.9030899869919435,0.9030899869919435,0.9030899869919435,1.0,1.0,1.1139433523068367,1.1139433523068367,1.146128035678238,1.1760912590556813,1.1760912590556813,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.255272505103306,1.4771212547196624,1.4771212547196624,1.4913616938342726,1.5797835966168101,1.591064607026499,1.6720978579357175,1.7242758696007892,1.7481880270062005,1.7853298350107671,1.8195439355418688,1.8750612633917,1.9294189257142929,1.9590413923210936,1.9731278535996986,2.05307844348342,2.089905111439398,2.1271047983648077,2.1492191126553797,2.184691430817599,2.2121876044039577,2.2405492482825995,2.27415784926368,2.307496037913213,2.3263358609287517,2.3384564936046046,2.367355921026019,2.374748346010104,2.380211241711606,2.3820170425748683
89,Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.7781512503836436,0.9542425094393249,0.9542425094393249,1.146128035678238,1.146128035678238,1.3979400086720377,1.863322860120456,1.9030899869919435,1.9822712330395684,2.0043213737826426,2.0043213737826426,2.2174839442139063,2.225309281725863,2.2528530309798933,2.278753600952829,2.287801729930226,2.3384564936046046,2.3891660843645326,2.416640507338281
90,San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919435,1.0,1.2041199826559248,1.3222192947339193,1.3222192947339193,1.3617278360175928,1.5563025007672873,1.5563025007672873,1.7075701760979363,1.792391689498254,1.8388490907372552,1.9030899869919435,1.9030899869919435,2.0043213737826426,2.037426497940624,2.037426497940624,2.075546961392531,2.075546961392531,2.1583624920952498,2.1583624920952498,2.2430380486862944,2.271841606536499,2.271841606536499,2.3180633349627615,2.3180633349627615,2.3483048630481607,2.3502480183341627,2.3502480183341627,2.361727836017593,2.3729120029701067,2.3729120029701067,2.3891660843645326,2.3891660843645326,2.413299764081252,2.424881636631067
91,Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.7781512503836436,0.9030899869919435,0.9542425094393249,1.0791812460476249,1.380211241711606,1.380211241711606,1.414973347970818,1.4771212547196624,1.4771212547196624,1.5563025007672873,1.7160033436347992,1.8325089127062364,1.9777236052888478,2.041392685158225,2.143014800254095,2.1492191126553797,2.2355284469075487,2.3404441148401185,2.346352974450639,2.4216039268698313,2.428134794028789
92,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.7781512503836436,0.7781512503836436,0.7781512503836436,1.0791812460476249,1.1760912590556813,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.255272505103306,1.255272505103306,1.255272505103306,1.2787536009528289,1.2787536009528289,1.3424226808222062,1.3424226808222062,1.380211241711606,1.591064607026499,1.6812412373755872,1.6812412373755872,1.7160033436347992,1.7403626894942439,1.8195439355418688,1.9242792860618816,1.99563519459755,2.037426497940624,2.1172712956557644,2.1818435879447726,2.2227164711475833,2.2528530309798933,2.2833012287035497,2.322219294733919,2.3636119798921444,2.401400540781544,2.4424797690644486,2.4742162640762553
93,Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6989700043360189,0.8450980400142568,1.041392685158225,1.2041199826559248,1.3222192947339193,1.5440680443502757,1.6020599913279625,1.6812412373755872,1.7558748556724915,1.8260748027008264,1.9030899869919435,2.075546961392531,2.143014800254095,2.230448921378274,2.2695129442179165,2.3263358609287517,2.367355921026019,2.429752280002408,2.459392487759231,2.505149978319906
94,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,1.0,1.1760912590556813,1.3617278360175928,1.5185139398778875,1.6334684555795866,1.6334684555795866,1.662757831681574,1.6989700043360187,1.7781512503836436,1.8750612633917,1.9444826721501687,2.0170333392987803,2.1583624920952498,2.173186268412274,2.2355284469075487,2.2576785748691846,2.311753861055754,2.3560258571931225,2.424881636631067,2.534026106056135
95,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,1.1760912590556813,1.1760912590556813,1.3010299956639813,1.5185139398778875,1.6020599913279625,1.806179973983887,1.8750612633917,1.99563519459755,2.0569048513364727,2.164352855784437,2.1818435879447726,2.255272505103306,2.315970345456918,2.346352974450639,2.3909351071033793,2.416640507338281,2.450249108319361,2.459392487759231,2.4800069429571505,2.5024271199844326,2.537819095073274
96,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9030899869919435,1.2304489213782739,1.5314789170422551,1.7160033436347992,1.8388490907372552,1.9294189257142929,1.9294189257142929,2.0492180226701815,2.103803720955957,2.187520720836463,2.2355284469075487,2.3263358609287517,2.3710678622717363,2.3909351071033793,2.413299764081252,2.428134794028789,2.437750562820388,2.444044795918076,2.4756711883244296,2.4913616938342726,2.509202522331103,2.537819095073274
97,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.6020599913279624,0.6989700043360189,0.8450980400142568,0.8450980400142568,0.8450980400142568,1.041392685158225,1.2041199826559248,1.3222192947339193,1.3424226808222062,1.3424226808222062,1.3424226808222062,1.380211241711606,1.380211241711606,1.6020599913279625,1.6020599913279625,1.8692317197309762,1.9242792860618816,1.9731278535996986,2.041392685158225,2.041392685158225,2.0791812460476247,2.230448921378274,2.2405492482825995,2.374748346010104,2.436162647040756,2.44870631990508,2.4756711883244296,2.5428254269591797
98,Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,1.0,1.0791812460476249,1.3617278360175928,1.5185139398778875,1.5797835966168101,1.6232492903979006,1.7075701760979363,1.7403626894942439,1.7708520116421442,1.806179973983887,1.845098040014257,1.8808135922807914,1.9493900066449128,2.0170333392987803,2.089905111439398,2.164352855784437,2.2405492482825995,2.2695129442179165,2.294466226161593,2.3263358609287517,2.3483048630481607,2.385606273598312,2.413299764081252,2.4424797690644486,2.482873583608754,2.5224442335063197,2.5575072019056577
