"NIS5","TX_DESCR_NL","TX_DESCR_FR","TX_ADM_DSTR_DESCR_NL","TX_ADM_DSTR_DESCR_FR","TX_PROV_DESCR_NL","TX_PROV_DESCR_FR","TX_RGN_DESCR_NL","TX_RGN_DESCR_FR","CASES"
"24134","Scherpenheuvel-Zichem","Montaigu-Zichem","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","102"
"24135","Tielt-Winge","Tielt-Winge","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","32"
"24137","Glabbeek","Glabbeek","Arrondissement Leuven","Arrondissement de Louvain","Provincie Vlaams-Brabant","Province du Brabant flamand","Vlaams Gewest","RÃ©gion flamande","29"
"25005","Bevekom","Beauvechain","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","10"
"25014","Eigenbrakel","Braine-lâAlleud","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","165"
"25015","Kasteelbrakel","Braine-le-ChÃ¢teau","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","26"
"25018","Chaumont-Gistoux","Chaumont-Gistoux","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","29"
"25023","Court-Saint-Etienne","Court-Saint-Etienne","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","26"
"25031","GenepiÃ«n","Genappe","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","78"
"25037","Graven","Grez-Doiceau","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","37"
"25043","Incourt","Incourt","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","18"
"25044","Itter","Ittre","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","35"
"25048","Geldenaken","Jodoigne","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","63"
"25050","Terhulpen","La Hulpe","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","30"
"25068","Mont-Saint-Guibert","Mont-Saint-Guibert","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","23"
"25072","Nijvel","Nivelles","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","117"
"25084","Perwijs (Nijvel)","Perwez (Nivelles)","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","15"
"25091","Rixensart","Rixensart","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","89"
"25105","Tubeke","Tubize","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","151"
"25107","Villers-la-Ville","Villers-la-Ville","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","26"
"25110","Waterloo","Waterloo","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","102"
"25112","Waver","Wavre","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","125"
"25117","Chastre","Chastre","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","14"
"25118","HÃ©lÃ©cine","HÃ©lÃ©cine","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","18"
"25119","Lasne","Lasne","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","41"
"25120","Orp-Jauche","Orp-Jauche","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","18"
"25121","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","99"
"25122","Ramillies","Ramillies","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","8"
"25123","Rebecq","Rebecq","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","65"
"25124","Walhain","Walhain","Arrondissement Nijvel","Arrondissement de Nivelles","Provincie Waals-Brabant","Province du Brabant wallon","Waals Gewest","RÃ©gion wallonne","18"
"31003","Beernem","Beernem","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","123"
"31004","Blankenberge","Blankenberge","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","54"
"31005","Brugge","Bruges","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","728"
"31006","Damme","Damme","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","78"
"31012","Jabbeke","Jabbeke","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","50"
"31022","Oostkamp","Oostkamp","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","168"
"31033","Torhout","Torhout","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","121"
"31040","Zedelgem","Zedelgem","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","106"
"31042","Zuienkerke","Zuienkerke","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","6"
"31043","Knokke-Heist","Knokke-Heist","Arrondissement Brugge","Arrondissement de Bruges","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","164"
"32003","Diksmuide","Dixmude","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","49"
"32006","Houthulst","Houthulst","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","57"
"32010","Koekelare","Koekelare","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","22"
"32011","Kortemark","Kortemark","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","37"
"32030","Lo-Reninge","Lo-Reninge","Arrondissement Diksmuide","Arrondissement de Dixmude","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","16"
"33011","Ieper","Ypres","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","275"
"33016","Mesen","Messines","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","7"
"33021","Poperinge","Poperinge","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","90"
"33029","Wervik","Wervik","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","137"
"33037","Zonnebeke","Zonnebeke","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","48"
"33039","Heuvelland","Heuvelland","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","21"
"33040","Langemark-Poelkapelle","Langemark-Poelkapelle","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","35"
"33041","Vleteren","Vleteren","Arrondissement Ieper","Arrondissement dâYpres","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","6"
"34002","Anzegem","Anzegem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","96"
"34003","Avelgem","Avelgem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","62"
"34009","Deerlijk","Deerlijk","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","74"
"34013","Harelbeke","Harelbeke","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","249"
"34022","Kortrijk","Courtrai","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","542"
"34023","Kuurne","Kuurne","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","87"
"34025","Lendelede","Lendelede","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","32"
"34027","Menen","Menin","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","264"
"34040","Waregem","Waregem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","347"
"34041","Wevelgem","Wevelgem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","162"
"34042","Zwevegem","Zwevegem","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","134"
"34043","Spiere-Helkijn","Espierres-Helchin","Arrondissement Kortrijk","Arrondissement de Courtrai","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","9"
"35002","Bredene","Bredene","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","61"
"35005","Gistel","Gistel","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","42"
"35006","Ichtegem","Ichtegem","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","65"
"35011","Middelkerke","Middelkerke","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","59"
"35013","Oostende","Ostende","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","340"
"35014","Oudenburg","Oudenburg","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","36"
"35029","De Haan","De Haan","Arrondissement Oostende","Arrondissement dâOstende","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","67"
"36006","Hooglede","Hooglede","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","44"
"36007","Ingelmunster","Ingelmunster","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","69"
"36008","Izegem","Izegem","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","149"
"36010","Ledegem","Ledegem","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","49"
"36011","Lichtervelde","Lichtervelde","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","36"
"36012","Moorslede","Moorslede","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","72"
"36015","Roeselare","Roulers","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","354"
"36019","Staden","Staden","Arrondissement Roeselare","Arrondissement de Roulers","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","30"
"37002","Dentergem","Dentergem","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","40"
"37007","Meulebeke","Meulebeke","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","36"
"37010","Oostrozebeke","Oostrozebeke","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","35"
"37011","Pittem","Pittem","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","30"
"37012","Ruiselede","Ruiselede","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","30"
"37015","Tielt (Tielt)","Tielt (Tielt)","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","96"
"37017","Wielsbeke","Wielsbeke","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","38"
"37018","Wingene","Wingene","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","130"
"37020","Ardooie","Ardooie","Arrondissement Tielt","Arrondissement de Tielt","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","30"
"38002","Alveringem","Alveringem","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","19"
"38008","De Panne","La Panne","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","35"
"38014","Koksijde","Koksijde","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","84"
"38016","Nieuwpoort","Nieuport","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","39"
"38025","Veurne","Furnes","Arrondissement Veurne","Arrondissement de Furnes","Provincie West-Vlaanderen","Province de Flandre occidentale","Vlaams Gewest","RÃ©gion flamande","39"
"41002","Aalst (Aalst)","Alost (Alost)","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","518"
"41011","Denderleeuw","Denderleeuw","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","104"
"41018","Geraardsbergen","Grammont","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","107"
"41024","Haaltert","Haaltert","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","174"
"41027","Herzele","Herzele","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","76"
"41034","Lede","Lede","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","77"
"41048","Ninove","Ninove","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","198"
"41063","Sint-Lievens-Houtem","Sint-Lievens-Houtem","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","27"
"41081","Zottegem","Zottegem","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","72"
"41082","Erpe-Mere","Erpe-Mere","Arrondissement Aalst","Arrondissement dâAlost","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","135"
"42003","Berlare","Berlare","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","57"
"42004","Buggenhout","Buggenhout","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","96"
"42006","Dendermonde","Termonde","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","240"
"42008","Hamme (Dendermonde)","Hamme (Termonde)","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","147"
"42010","Laarne","Laarne","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","31"
"42011","Lebbeke","Lebbeke","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","89"
"42023","Waasmunster","Waasmunster","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","63"
"42025","Wetteren","Wetteren","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","137"
"42026","Wichelen","Wichelen","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","100"
"42028","Zele","Zele","Arrondissement Dendermonde","Arrondissement de Termonde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","126"
"43002","Assenede","Assenede","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","85"
"43005","Eeklo","Eeklo","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","82"
"43007","Kaprijke","Kaprijke","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","38"
"43010","Maldegem","Maldegem","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","71"
"43014","Sint-Laureins","Sint-Laureins","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","19"
"43018","Zelzate","Zelzate","Arrondissement Eeklo","Arrondissement dâEeklo","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","24"
"44012","De Pinte","De Pinte","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","25"
"44013","Destelbergen","Destelbergen","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","69"
"44019","Evergem","Evergem","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","210"
"44020","Gavere","Gavere","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","47"
"44021","Gent","Gand","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","761"
"44034","Lochristi","Lochristi","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","84"
"44040","Melle","Melle","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","36"
"44043","Merelbeke","Merelbeke","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","79"
"44045","Moerbeke (Gent)","Moerbeke (Gand)","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","22"
"44048","Nazareth","Nazareth","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","21"
"44052","Oosterzele","Oosterzele","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","29"
"44064","Sint-Martens-Latem","Sint-Martens-Latem","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","49"
"44073","Wachtebeke","Wachtebeke","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","94"
"44081","Zulte","Zulte","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","54"
"44083","Deinze","Deinze","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","105"
"44084","Aalter","Aalter","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","112"
"44085","Lievegem","Lievegem","Arrondissement Gent","Arrondissement de Gand","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","158"
"45035","Oudenaarde","Audenarde","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","177"
"45041","Ronse","Renaix","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","236"
"45059","Brakel","Brakel","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","40"
"45060","Kluisbergen","Kluisbergen","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","26"
"45061","Wortegem-Petegem","Wortegem-Petegem","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","33"
"45062","Horebeke","Horebeke","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","20"
"45063","Lierde","Lierde","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","13"
"45064","Maarkedal","Maarkedal","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","42"
"45065","Zwalm","Zwalin","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","15"
"45068","Kruisem","Kruisem","Arrondissement Oudenaarde","Arrondissement dâAudenarde","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","39"
"46003","Beveren (Sint-Niklaas)","Beveren (Saint-Nicolas)","Arrondissement Sint-Niklaas","Arrondissement de Saint-Nicolas","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","148"
"46013","Kruibeke","Kruibeke","Arrondissement Sint-Niklaas","Arrondissement de Saint-Nicolas","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","51"
"46014","Lokeren","Lokeren","Arrondissement Sint-Niklaas","Arrondissement de Saint-Nicolas","Provincie Oost-Vlaanderen","Province de Flandre orientale","Vlaams Gewest","RÃ©gion flamande","281"
